M16.7380009	18.6959991	K
L17.6599998	18.7119999	K
M14.4619999	18.6550007	K
L16.7380009	18.6959991	K
M12.7938805	18.6161308	K
L14.4619999	18.6550007	K
M11.5998764	18.5883083	K
L12.7938805	18.6161308	K
M10.971961	18.5736771	K
L11.5998764	18.5883083	K
M10.7959166	18.5695744	K
L10.971961	18.5736771	K
M8.533	18.5240002	K
L10.7959166	18.5695744	K
M7.3639998	18.4990005	K
L8.533	18.5240002	K
M6.7030001	18.4850006	K
L7.3639998	18.4990005	K
M6.4789462	18.4790497	K
L6.7030001	18.4850006	K
M4.9920001	18.441	K
L6.4789462	18.4790497	K
M3.3900001	18.3969994	K
L4.9920001	18.441	K
M9.6827154	18.2092381	K
L10.7959166	18.5695744	K
M17.6599998	18.7119999	K
L19.4839993	18.7250004	K
L19.5030003	18.1189995	K
M8.6569996	18.0890007	K
L8.533	18.5240002	K
M5.0978222	18.0533352	K
L6.4789462	18.4790497	K
M4.9920001	18.441	K
L5.0978222	18.0533352	K
M8.7724485	17.9145889	K
L9.6827154	18.2092381	K
M8.7724485	17.9145889	K
L8.6569996	18.0890007	K
M17.4473476	17.9006481	K
L18.7360001	18.0639992	K
L19.5030003	18.1189995	K
M17.4473476	17.9006481	K
L17.5179996	18.4389992	K
L17.6599998	18.7119999	K
M17.1739998	17.8659992	K
L17.4473476	17.9006481	K
M17.1739998	17.8659992	K
L16.7380009	18.6959991	K
M7.9260001	17.6700001	K
L7.882	17.8500004	K
L8.6569996	18.0890007	K
M16.1129227	17.645401	K
L17.1739998	17.8659992	K
M16.1129227	17.645401	K
L15.8950005	18.3330002	K
L15.507	18.2420006	K
L15.3870001	18.3390007	K
L15.3170004	18.5170002	K
M3.733	17.6210003	K
L5.0978222	18.0533352	K
M7.6246362	17.5824795	K
L7.9260001	17.6700001	K
M7.3639998	18.4990005	K
L7.6246362	17.5824795	K
M3.405966	17.5355129	K
L3.733	17.6210003	K
M3.405966	17.5355129	K
L3.3900001	18.3969994	K
M15.6000004	17.5249996	K
L16.1129227	17.645401	K
M14.9702625	17.4152355	K
L15.6000004	17.5249996	K
M14.9702625	17.4152355	K
L14.4619999	18.6550007	K
M6.99401	17.3993397	K
L7.6246362	17.5824795	K
M6.99401	17.3993397	K
L6.7030001	18.4850006	K
M19.5030003	18.1189995	K
L19.5272503	17.2641487	K
M14.1594124	17.2620544	K
L14.783	17.382	K
L14.9702625	17.4152355	K
M8.8240004	17.1959991	K
L8.8760004	17.3260002	K
L8.7724485	17.9145889	K
M19.3530006	17.184	K
L19.5272503	17.2641487	K
M18.5079994	17.3279991	K
L19.184	17.5620003	K
L19.3530006	17.184	K
M13.3946438	17.1198883	K
L13.816	17.1959991	K
L14.1594124	17.2620544	K
M13.3946438	17.1198883	K
L12.7938805	18.6161308	K
M11.5249996	17.0750008	K
L10.971961	18.5736771	K
M8.1929998	17.0149994	K
L8.8240004	17.1959991	K
M8.1459999	16.9909992	K
L8.1929998	17.0149994	K
M7.9260001	17.6700001	K
L8.1459999	16.9909992	K
M5.4027152	16.9372101	K
L6.99401	17.3993397	K
M5.0978222	18.0533352	K
L5.4027152	16.9372101	K
M12.3062029	16.9213066	K
L12.7419996	17.0020008	K
L13.3946438	17.1198883	K
M12.2447538	16.9099293	K
L12.3062029	16.9213066	K
M14.1594124	17.2620544	K
L14.3319998	16.4899998	K
L14.3889999	16.4990005	K
M15.3170004	16.4099998	K
L14.9702625	17.4152355	K
M15.3889999	16.1200008	K
L16.0689697	16.4080257	K
M15.3170004	16.4099998	K
L15.3889999	16.1200008	K
M14.0244579	15.827219	K
L15.1340361	16.3555603	K
L15.3170004	16.4099998	K
M14.0244579	15.827219	K
L13.3946438	17.1198883	K
M15.3889999	16.1200008	K
L15.5100002	15.7519999	K
L15.6070004	15.6219997	K
M13.5803728	15.6042328	K
L14.0244579	15.827219	K
M14.4429998	15.0100002	K
L14.0244579	15.827219	K
M12.2447538	16.9099293	K
L11.5998764	18.5883083	K
M19.5272503	17.2641487	K
L19.541317	16.7682648	K
M19.3530006	17.184	K
L19.541317	16.7682648	K
M11.165	16.7099991	K
L12.2447538	16.9099293	K
M3.733	17.6210003	K
L4.2443171	16.7018509	K
M8.1459999	16.9909992	K
L7.1856389	16.6844387	K
M7.1856389	16.6844387	K
L6.99401	17.3993397	K
M10.8289194	16.6464252	K
L11.165	16.7099991	K
M4.2927132	16.6148548	K
L5.4027152	16.9372101	K
M4.2443171	16.7018509	K
L4.2927132	16.6148548	K
M17.1739998	17.8659992	K
L17.743	16.5869999	K
M10.3191881	16.550005	K
L10.8289194	16.6464252	K
M9.6827154	18.2092381	K
L10.3191881	16.550005	K
M19.541317	16.7682648	K
L19.5478706	16.5372238	K
M15.6000004	17.5249996	K
L16.0689697	16.4080257	K
M9.4746075	16.3902454	K
L10.3191881	16.550005	K
M9.3370533	16.9699402	K
L9.4746075	16.3902454	K
M4.2443171	16.7018509	K
L3.4272959	16.3845978	K
M3.4272959	16.3845978	K
L3.405966	17.5355129	K
M9.0890484	16.3173122	K
L9.4746075	16.3902454	K
M9.0301085	16.3061638	K
L9.0890484	16.3173122	K
M8.8240004	17.1959991	K
L9.0301085	16.3061638	K
M8.3710003	16.1749992	K
L9.0301085	16.3061638	K
M8.1929998	17.0149994	K
L8.3710003	16.1749992	K
M18.7351665	16.1498737	K
L19.5478706	16.5372238	K
M18.7351665	16.1498737	K
L18.3939991	16.8759995	K
L17.743	16.5869999	K
M7.868	16.0779991	K
L8.3710003	16.1749992	K
M3.518651	16.0325737	K
L3.944	16.1590004	K
M3.4272959	16.3845978	K
L3.518651	16.0325737	K
M7.375	15.9779997	K
L7.868	16.0779991	K
M7.375	15.9779997	K
L7.1856389	16.6844387	K
M16.0689697	16.4080257	K
L16.2697639	15.9297791	K
M10.8289194	16.6464252	K
L11.026	15.8590002	K
M6.6325169	15.821804	K
L7.375	15.9779997	K
M5.6999531	15.6256208	K
L6.6325169	15.821804	K
M5.4027152	16.9372101	K
L5.6999531	15.6256208	K
M15.6070004	15.6219997	K
L16.2697639	15.9297791	K
M17.743	16.5869999	K
L17.0990009	16.2549992	K
L17.4214344	15.5421467	K
M5.0250001	15.5159998	K
L5.6999531	15.6256208	K
M4.9097862	15.4901791	K
L5.0250001	15.5159998	K
M4.2927132	16.6148548	K
L4.9097862	15.4901791	K
M18.90695	15.3761148	K
L19.0639992	15.4499998	K
L18.7351665	16.1498737	K
M13.0880003	15.3570004	K
L13.5803728	15.6042328	K
M12.3062029	16.9213066	K
L13.0880003	15.3570004	K
M15.6070004	15.6219997	K
L15.6938972	15.3395834	K
M10.2639999	15.6700001	K
L9.4910889	15.3207779	K
M9.0890484	16.3173122	K
L9.4910889	15.3207779	K
M13.5803728	15.6042328	K
L13.6700001	15.3889999	K
L13.5600004	15.3149996	K
M3.721	15.2480001	K
L4.9097862	15.4901791	K
M3.518651	16.0325737	K
L3.721	15.2480001	K
M16.5881329	15.1714983	K
L17.4214344	15.5421467	K
M16.2697639	15.9297791	K
L16.5881329	15.1714983	K
M3.4498279	15.1688366	K
L3.721	15.2480001	K
M3.4498279	15.1688366	K
L3.4272959	16.3845978	K
M18.402319	15.1387091	K
L18.90695	15.3761148	K
M9.0590544	15.1255732	K
L9.4910889	15.3207779	K
M9.0590544	15.1255732	K
L8.7840004	15.7720003	K
M13.0880003	15.3570004	K
L12.2139997	14.9090004	K
M17.8946495	14.8998747	K
L18.402319	15.1387091	K
M15.6938972	15.3395834	K
L15.8470001	14.842	K
L16.5881329	15.1714983	K
M17.4214344	15.5421467	K
L17.7439995	14.8290005	K
L17.8946495	14.8998747	K
M11.8000002	14.8109999	K
L11.4499998	15.6140003	K
L11.165	16.7099991	K
M14.5469418	14.8062286	K
L15.6938972	15.3395834	K
M14.4429998	15.0100002	K
L14.5469418	14.8062286	K
M13.9339371	14.7479525	K
L14.4429998	15.0100002	K
M7.868	16.0779991	K
L7.9829998	15.2220001	K
L7.9530001	15.1409998	K
L8.1569996	14.7180004	K
L9.0590544	15.1255732	K
M16.5881329	15.1714983	K
L16.6529999	15.0170002	K
L16.8626099	14.5456047	K
M13.5017796	14.5254908	K
L13.9339371	14.7479525	K
M13.5017796	14.5254908	K
L13.0880003	15.3570004	K
M7.2350001	14.4250002	K
L6.796	15.2969999	K
L6.6325169	15.821804	K
M6.012208	14.371027	K
L5.9580002	14.5930004	K
L5.6999531	15.6256208	K
M5.3569999	14.2150002	K
L6.012208	14.371027	K
M5.0250001	15.5159998	K
L5.1300001	14.9499998	K
L5.2030001	14.9569998	K
L5.3569999	14.2150002	K
M12.6890001	14.1149998	K
L13.5017796	14.5254908	K
M10.0377073	14.0517893	K
L11.8000002	14.8109999	K
M9.4910889	15.3207779	K
L10.0377073	14.0517893	K
M15.8640003	13.9809999	K
L15.9709997	14.0570002	K
L15.9469995	14.1029997	K
L16.8626099	14.5456047	K
M15.5389996	14.1099997	K
L15.7370005	14.2139997	K
L15.8640003	13.9809999	K
M12.2077274	13.8600874	K
L12.6890001	14.1149998	K
M11.8000002	14.8109999	K
L12.2077274	13.8600874	K
M15.573	13.8400002	K
L15.8640003	13.9809999	K
M19.5478706	16.5372238	K
L19.6246185	13.831727	K
M18.90695	15.3761148	K
L19.6246185	13.831727	K
M6.1486492	13.812314	K
L7.2350001	14.4250002	K
M6.1486492	13.812314	K
L6.012208	14.371027	K
M16.8626099	14.5456047	K
L17.1940002	13.8030005	K
M19.6246185	13.831727	K
L19.6272583	13.7386885	K
M11.7840004	13.6350002	K
L12.2077274	13.8600874	K
M15.1485777	13.6267643	K
L15.573	13.8400002	K
M14.5469418	14.8062286	K
L15.1485777	13.6267643	K
M8.8964672	13.560133	K
L10.0377073	14.0517893	K
M14.0430002	13.5080004	K
L13.5017796	14.5254908	K
M13.9339371	14.7479525	K
L14.3240004	14.0170002	K
L14.5509996	13.5010004	K
M19.1459999	13.4759998	K
L19.6272583	13.7386885	K
M18.402319	15.1387091	K
L19.0020008	13.7880001	K
L19.1459999	13.4759998	K
M15.1485777	13.6267643	K
L15.2770004	13.375	K
M18.6650467	13.1906729	K
L19.1459999	13.4759998	K
M17.8946495	14.8998747	K
L18.3610001	13.8669996	K
L18.6650467	13.1906729	K
M13.3789997	13.1639996	K
L14.0430002	13.5080004	K
M12.6890001	14.1149998	K
L12.7819996	13.9359999	K
L12.9420004	13.5970001	K
L13.1029997	13.6750002	K
L13.3789997	13.1639996	K
M7.9123201	13.1361542	K
L8.8964672	13.560133	K
M7.9123201	13.1361542	K
L7.2350001	14.4250002	K
M15.573	13.8400002	K
L15.8190002	13.3219995	K
L15.4565592	13.1309834	K
M15.2770004	13.375	K
L15.4565592	13.1309834	K
M14.8091011	13.106781	K
L15.2770004	13.375	K
M6.4696321	13.0269709	K
L6.2319999	13.4709997	K
L6.1486492	13.812314	K
M13.3789997	13.1639996	K
L13.085	13.0030003	K
M14.3639154	12.8515816	K
L14.8091011	13.106781	K
M14.3639154	12.8515816	K
L14.0430002	13.5080004	K
M8.8964672	13.560133	K
L8.9386053	12.83183	K
M14.4169998	12.743	K
L14.3639154	12.8515816	K
M7.2081971	12.7395391	K
L7.9123201	13.1361542	K
M18.6650467	13.1906729	K
L17.7065144	12.6450005	K
M17.1940002	13.8030005	K
L17.5769997	12.9390001	K
L17.7065144	12.6450005	K
M5.1874361	12.6099167	K
L6.4696321	13.0269709	K
M6.7588978	12.4864607	K
L7.2081971	12.7395391	K
M6.7588978	12.4864607	K
L6.4696321	13.0269709	K
M13.9110003	12.4790001	K
L14.4169998	12.743	K
M7.4172621	12.4762888	K
L7.8506641	12.7446699	K
M7.4172621	12.4762888	K
L7.2081971	12.7395391	K
M9.0972004	12.3850803	K
L9.5534487	12.7267799	K
M8.9386053	12.83183	K
L8.9244738	12.6359501	K
L9.0972004	12.3850803	K
M4.25	12.3050003	K
L5.1874361	12.6099167	K
M5.3569999	14.2150002	K
L3.7690001	13.7049999	K
L4.25	12.3050003	K
M9.5534487	12.7267799	K
L9.8582888	12.2909603	K
M14.4169998	12.743	K
L14.7060003	12.25	K
M13.3966837	12.2042065	K
L13.9110003	12.4790001	K
M15.4565592	13.1309834	K
L15.8772621	12.1351805	K
M16.9419994	12.118	K
L16.4899998	13.0159998	K
L16.4360008	13.0240002	K
L16.2709999	13.4049997	K
L17.1940002	13.8030005	K
M8.9386053	12.83183	K
L7.75176	12.0550976	K
M7.75176	12.0550976	K
L7.4172621	12.4762888	K
M17.7065144	12.6450005	K
L17.9696884	12.0475893	K
M13.007	11.9960003	K
L13.3966837	12.2042065	K
M12.2077274	13.8600874	K
L13.007	11.9960003	K
M9.8582888	12.2909603	K
L10.0545797	11.9907026	K
M14.191	11.9700003	K
L14.7060003	12.25	K
M13.9110003	12.4790001	K
L14.191	11.9700003	K
M14.8091011	13.106781	K
L15.2749996	12.1000004	K
L15.3269997	12.0159998	K
L15.4750004	12.0500002	K
L15.5220003	11.9530001	K
L15.8772621	12.1351805	K
M9.3767023	11.9452953	K
L9.8582888	12.2909603	K
M9.0972004	12.3850803	K
L9.3767023	11.9452953	K
M9.5534487	12.7267799	K
L10.3647604	12.9749203	K
L10.8373804	11.9244013	K
M9.3767023	11.9452953	K
L9.4359465	11.8520765	K
M13.007	11.9960003	K
L12.6529999	11.8380003	K
M15.8772621	12.1351805	K
L16.0639992	11.717	K
M19.6272583	13.7386885	K
L19.6851063	11.6994572	K
M10.0545797	11.9907026	K
L9.5583115	11.6595411	K
M9.4359465	11.8520765	K
L9.5583115	11.6595411	K
M8.0833921	11.63976	K
L9.0972004	12.3850803	K
M8.0833921	11.63976	K
L7.75176	12.0550976	K
M17.9696884	12.0475893	K
L18.1510162	11.635972	K
M10.3213997	11.5825596	K
L10.8373804	11.9244013	K
M10.0545797	11.9907026	K
L10.3213997	11.5825596	K
M19.4159222	11.538805	K
L19.6851063	11.6994572	K
M18.6650467	13.1906729	K
L18.9669991	12.5190001	K
L19.4159222	11.538805	K
M14.191	11.9700003	K
L14.4169998	11.5360003	K
M12.6529999	11.8380003	K
L12.0319996	11.5349998	K
M12.0319996	11.5349998	K
L11.5889997	12.4829998	K
L11.8050003	12.6129999	K
M9.4359465	11.8520765	K
L9.2075806	11.6911201	K
L9.0829287	11.6607199	K
L8.7513046	11.3954697	K
M5.8659868	11.3281698	K
L6.7588978	12.4864607	K
M5.1874361	12.6099167	K
L5.4560661	11.6361103	K
L5.8659868	11.3281698	K
M15.2513304	11.3118668	K
L15.6370001	11.5179996	K
L15.8070002	11.6070004	K
L16.0639992	11.717	K
M14.7060003	12.25	K
L15.2513304	11.3118668	K
M7.3959999	11.2959995	K
L6.7588978	12.4864607	K
M13.8603544	11.2842188	K
L13.3966837	12.2042065	K
M14.4169998	11.5360003	K
L13.8927059	11.2200298	K
M13.8927059	11.2200298	K
L13.8603544	11.2842188	K
M9.8386745	11.2184	K
L10.3213997	11.5825596	K
M9.5583115	11.6595411	K
L9.8386745	11.2184	K
M7.4589009	11.1870003	K
L8.0833921	11.63976	K
M7.3959999	11.2959995	K
L7.4589009	11.1870003	K
M15.2513304	11.3118668	K
L15.3559999	11.1470003	K
M16.3017616	11.123909	K
L16.8250008	11.4949999	K
L17.1439991	11.71	K
L17.3999996	11.8079996	K
L17.4720001	11.8070002	K
L17.9696884	12.0475893	K
M16.0639992	11.717	K
L16.2770004	11.1890001	K
L16.3017616	11.123909	K
M12.0319996	11.5349998	K
L11.2035303	11.1105404	K
M10.8373804	11.9244013	K
L11.2035303	11.1105404	K
M15.4517279	10.9671221	K
L15.8360004	11.243	K
M15.3559999	11.1470003	K
L15.4517279	10.9671221	K
M18.459528	10.9356441	K
L18.8080006	11.1540003	K
L19.4159222	11.538805	K
M18.1510162	11.635972	K
L18.459528	10.9356441	K
M19.6851063	11.6994572	K
L19.707737	10.9016447	K
M19.4159222	11.538805	K
L19.707737	10.9016447	K
M13.1271353	10.8527298	K
L13.8603544	11.2842188	K
M12.6529999	11.8380003	K
L12.7919998	11.5120001	K
L13.0740004	10.9589996	K
L13.1271353	10.8527298	K
M15.3559999	11.1470003	K
L14.8257446	10.850667	K
M14.4169998	11.5360003	K
L14.6879997	11.0889997	K
L14.8257446	10.850667	K
M9.3511257	10.8246183	K
L9.8386745	11.2184	K
M9.3511257	10.8246183	K
L9.0457125	11.2711496	K
M19.707737	10.9016447	K
L19.7100048	10.8217096	K
M10.3213997	11.5825596	K
L10.77036	10.7723598	K
M5.3715849	10.6868267	K
L5.8659868	11.3281698	K
M4.9313369	11.5090504	K
L5.0630178	10.8767004	K
L5.3715849	10.6868267	K
M15.6397247	10.6454229	K
L16.3017616	11.123909	K
M15.4517279	10.9671221	K
L15.6397247	10.6454229	K
M15.6397247	10.6454229	K
L15.5965776	10.6166334	K
M10.77036	10.7723598	K
L10.8647203	10.5992098	K
M12.6410398	10.5644312	K
L13.1271353	10.8527298	K
M8.9821606	10.5338202	K
L9.3511257	10.8246183	K
M8.0833921	11.63976	K
L8.9821606	10.5338202	K
M14.8257446	10.850667	K
L14.243	10.5249996	K
L13.8927059	11.2200298	K
M10.3505497	10.4686728	K
L10.77036	10.7723598	K
M9.8386745	11.2184	K
L10.3505497	10.4686728	K
M12.4594259	10.4567184	K
L12.6410398	10.5644312	K
M12.2512302	10.8542404	K
L12.4594259	10.4567184	K
M15.1669998	10.3299999	K
L15.5965776	10.6166334	K
M14.8257446	10.850667	K
L14.9709997	10.5930004	K
L15.1669998	10.3299999	K
M5.0901632	10.321764	K
L5.3715849	10.6868267	K
M16.6480007	10.2989998	K
L16.9279995	10.552	K
L17.1100006	10.6969995	K
L17.2689991	10.8730001	K
L17.4500008	11.1090002	K
L17.8279991	11.3900003	K
L18.1510162	11.635972	K
M16.3017616	11.123909	K
L16.4440002	10.75	K
L16.6480007	10.2989998	K
M15.1669998	10.3299999	K
L15.0657091	10.2674713	K
M12.1054001	10.2467499	K
L12.4594259	10.4567184	K
M18.7706013	10.2303782	K
L19.7100048	10.8217096	K
M18.459528	10.9356441	K
L18.5510006	10.7279997	K
L18.7706013	10.2303782	K
M5.0901632	10.321764	K
L5.0691819	10.41014	K
L4.3077641	10.2040005	K
M4.3077641	10.2040005	K
L3.743839	12.0125303	K
L4.25	12.3050003	K
M11.8282614	10.0615549	K
L12.1054001	10.2467499	K
M11.2035303	11.1105404	K
L11.5598402	10.4594402	K
L11.8282614	10.0615549	K
M15.0657091	10.2674713	K
L15.2250004	10.059	K
M16.6480007	10.2989998	K
L16.9459991	10.0389996	K
M7.4589009	11.1870003	K
L8.1350374	10.0153532	K
M19.7100048	10.8217096	K
L19.7342319	9.967659	K
M17.0279999	9.9549999	K
L17.2290001	10.125	K
L17.6429996	10.4239998	K
L18.459528	10.9356441	K
M16.9459991	10.0389996	K
L17.0279999	9.9549999	K
M15.0657091	10.2674713	K
L14.5319996	9.9379997	K
M4.3077641	10.2040005	K
L3.547796	9.882741	K
M3.547796	9.882741	K
L3.4498279	15.1688366	K
M16.0209999	9.8280001	K
L16.6480007	10.2989998	K
M15.5965776	10.6166334	K
L16.0209999	9.8280001	K
M8.9821606	10.5338202	K
L9.5630398	9.8128672	K
M11.8282614	10.0615549	K
L11.48915	9.810339	K
M15.2250004	10.059	K
L14.8459997	9.7840004	K
M17.0279999	9.9549999	K
L17.2169991	9.7259998	K
M15.7853088	9.6567307	K
L16.0209999	9.8280001	K
M15.7853088	9.6567307	K
L15.5459995	10.0270004	K
M19.0654373	9.562274	K
L19.7342319	9.967659	K
M18.7706013	10.2303782	K
L19.0654373	9.562274	K
M15.6025696	9.5083771	K
L15.7209997	9.6099997	K
L15.7853088	9.6567307	K
M15.2250004	10.059	K
L15.6025696	9.5083771	K
M6.0532022	9.4900789	K
L7.3959999	11.2959995	K
M6.0532022	9.4900789	K
L5.2596159	10.0978498	K
L5.1050048	10.2592497	K
L5.0901632	10.321764	K
M11.48915	9.810339	K
L11.0319405	9.4706602	K
M10.3505497	10.4686728	K
L11.0319405	9.4706602	K
M16.3169994	9.4689999	K
L16.9459991	10.0389996	K
M16.0209999	9.8280001	K
L16.3169994	9.4689999	K
M15.3622665	9.3021784	K
L15.6025696	9.5083771	K
M8.1350374	10.0153532	K
L6.772264	9.1731348	K
M8.6268063	9.163188	K
L9.5630398	9.8128672	K
M8.1350374	10.0153532	K
L8.6268063	9.163188	K
M11.0319405	9.4706602	K
L10.6160746	9.1589956	K
